other_country,focus_country,val
BEL,SAU,14219901
CHE,SAU,8440460
CZE,SAU,901950
DEU,SAU,26273895
DNK,SAU,67307
ESP,SAU,1988218
FIN,SAU,38604
FRA,SAU,2017444
GBR,SAU,15926977
GRC,SAU,297891
HUN,SAU,146133
IRL,SAU,614086
ITA,SAU,37009197
LVA,SAU,35330
NLD,SAU,46024950
POL,SAU,21874934
PRT,SAU,305634
ROU,SAU,1114201
SWE,SAU,636625
UKR,SAU,9981
CAN,SAU,83083
MEX,SAU,140053
USA,SAU,33615214
AUS,SAU,72919
NZL,SAU,584104
ARG,SAU,2137014
BRA,SAU,212322
COL,SAU,8440
MUS,CHN,12016
TZA,CHN,18258
ARE,CHN,58737
BGD,CHN,3590
GEO,CHN,1638
HKG,CHN,17915146
IDN,CHN,1116880
IND,CHN,21778270
IRN,CHN,28190
ISR,CHN,1763
JPN,CHN,6009936
KAZ,CHN,4120736
KGZ,CHN,141761
KOR,CHN,8804712
LBN,CHN,4039
MAC,CHN,124792
MNG,CHN,314079
MYS,CHN,10208954
OMN,CHN,26535
PAK,CHN,35471
PHL,CHN,388357
SAU,CHN,391668
SGP,CHN,16724864
THA,CHN,969186
TKM,CHN,23393
TUR,CHN,4918890
UZB,CHN,3395
VNM,CHN,776519
XXB,CHN,2079305
AUT,CHN,3435692
BGR,CHN,154504
BLR,CHN,35601
BEL,CHN,36856629
CHE,CHN,12108040
CZE,CHN,132254
DEU,CHN,47399206
DNK,CHN,428583
ESP,CHN,5084416
FIN,CHN,39959
FRA,CHN,10723828
GBR,CHN,4111718
GRC,CHN,216364
HRV,CHN,41372
HUN,CHN,302101
IRL,CHN,285441
ITA,CHN,106686667
LTU,CHN,372880
LVA,CHN,68023
NLD,CHN,3949546
NOR,CHN,255633
POL,CHN,29187578
PRT,CHN,214479
ROU,CHN,798335
RUS,CHN,22563541
SRB,CHN,3882
SVK,CHN,163429
SVN,CHN,8191
SWE,CHN,1930815
UKR,CHN,3418717
CAN,CHN,4738672
GTM,CHN,3113
JAM,CHN,7628
MEX,CHN,1770112
USA,CHN,26506125
AUS,CHN,5611716
NZL,CHN,1979988
ARG,CHN,15858
BRA,CHN,237995
COL,CHN,40105
PER,CHN,1249
CHN,KOR,33853135
HKG,KOR,129047
IDN,KOR,3104630
IND,KOR,12410790
ISR,KOR,73035
JPN,KOR,5757335
MNG,KOR,1786
MYS,KOR,7810455
PHL,KOR,783540
SGP,KOR,24940375
THA,KOR,1050692
TUR,KOR,1020263
VNM,KOR,416908
XXB,KOR,882906
AUT,KOR,148941
BGR,KOR,123917
BEL,KOR,23081572
CHE,KOR,6400723
CZE,KOR,83725
DEU,KOR,19439470
DNK,KOR,58317
ESP,KOR,2220719
FIN,KOR,567380
FRA,KOR,14037783
GBR,KOR,2118079
GRC,KOR,147848
HUN,KOR,382771
IRL,KOR,70736
ISL,KOR,16007
ITA,KOR,23649795
MKD,KOR,26983
NLD,KOR,15402573
NOR,KOR,143709
POL,KOR,1960477
ROU,KOR,18314
RUS,KOR,589160
SRB,KOR,22396
SVK,KOR,1122
SWE,KOR,608366
UKR,KOR,131937
CAN,KOR,2084757
MEX,KOR,2730937
USA,KOR,81889844
AUS,KOR,360348
NZL,KOR,680666
ARG,KOR,21410
BRA,KOR,2746166
COL,KOR,676379
ECU,KOR,100184
PER,KOR,1303
VEN,KOR,33711
CIV,USA,26224615
CMR,USA,40415
EGY,USA,51497
GHA,USA,393134
MDG,USA,308075
NGA,USA,3467
STP,USA,127528
ZAF,USA,398164
ARE,USA,341347
ARM,USA,28065
BHR,USA,1114
CHN,USA,5083897
CYP,USA,91396
GEO,USA,65248
HKG,USA,1372138
IDN,USA,170069
IND,USA,542161
ISR,USA,11894254
JOR,USA,295589
JPN,USA,5771570
KOR,USA,426747
LBN,USA,616553
MYS,USA,1417440
OMN,USA,42005
PAK,USA,5971
PHL,USA,8273151
PSE,USA,3518
SAU,USA,26467
SGP,USA,2096064
THA,USA,1238322
TUR,USA,6809483
VNM,USA,899235
XXB,USA,86319
AUT,USA,11097138
BGR,USA,1416519
BIH,USA,5932
BLR,USA,733461
BEL,USA,127048694
CHE,USA,58150886
CZE,USA,2521257
DEU,USA,134704026
DNK,USA,8007018
ESP,USA,12610134
EST,USA,4399
FIN,USA,141574
FRA,USA,40907436
GBR,USA,24087090
GRC,USA,759027
HRV,USA,1283256
HUN,USA,687028
IRL,USA,34405251
ISL,USA,788212
ITA,USA,39583135
LTU,USA,1018289
LVA,USA,1482420
MDA,USA,135695
MKD,USA,136538
NLD,USA,12738445
NOR,USA,312276
POL,USA,33500770
PRT,USA,340645
ROU,USA,490116
RUS,USA,4546541
SRB,USA,1646455
SVK,USA,95223
SVN,USA,11555
SWE,USA,8077696
UKR,USA,2543177
ABW,USA,72171
BLZ,USA,56967
BMU,USA,1034
BRB,USA,429453
CAN,USA,1302590968
CRI,USA,775910
DOM,USA,4272481
GRD,USA,140471
GTM,USA,727334
HND,USA,92360
JAM,USA,27114
MEX,USA,495529741
NIC,USA,28578
SLV,USA,997563
TTO,USA,265973
AUS,USA,1191832
FJI,USA,4498
NCL,USA,3710
NZL,USA,369847
ARG,USA,614688
BOL,USA,22912
BRA,USA,2893618
CHL,USA,34986
COL,USA,12372392
ECU,USA,1377034
PER,USA,4188796
URY,USA,459905
VEN,USA,1057221
CIV,CAN,680096
DZA,CAN,4698
GHA,CAN,9559
MAR,CAN,1202
MDG,CAN,4491
NGA,CAN,1227
TUN,CAN,9328
ZAF,CAN,584711
ARE,CAN,170027
CHN,CAN,5579014
HKG,CAN,8363
IDN,CAN,8762
IND,CAN,100348
ISR,CAN,1301450
JOR,CAN,97643
JPN,CAN,779821
KOR,CAN,33437
LBN,CAN,104111
LKA,CAN,3958
MYS,CAN,57053
OMN,CAN,1376
PAK,CAN,3260
PHL,CAN,243605
SAU,CAN,12325
SGP,CAN,13347
SYR,CAN,11289
THA,CAN,10598
TUR,CAN,4819368
VNM,CAN,106812
XXB,CAN,24830
AUT,CAN,874485
BGR,CAN,251697
BLR,CAN,2698
BEL,CAN,41898059
CHE,CAN,58230016
CZE,CAN,844610
DEU,CAN,45720336
DNK,CAN,1216336
ESP,CAN,2533496
FIN,CAN,45752
FRA,CAN,34054824
GBR,CAN,38229002
GRC,CAN,154277
HRV,CAN,420999
HUN,CAN,1615560
IRL,CAN,4420455
ISL,CAN,16387
ITA,CAN,19602684
LTU,CAN,155740
LVA,CAN,145521
MDA,CAN,4712
MKD,CAN,205576
NLD,CAN,5724556
NOR,CAN,72268
POL,CAN,15950484
PRT,CAN,110481
ROU,CAN,516351
RUS,CAN,701682
SRB,CAN,73168
SVK,CAN,1005840
SVN,CAN,196904
SWE,CAN,1941616
UKR,CAN,180192
BRB,CAN,6923
CRI,CAN,30002
DOM,CAN,1986
GRD,CAN,1119
HND,CAN,4160
JAM,CAN,20038
MEX,CAN,56396660
SLV,CAN,3739
TTO,CAN,2324
USA,CAN,594008577
AUS,CAN,318953
FJI,CAN,1571
NZL,CAN,280738
ARG,CAN,3257062
BRA,CAN,146918
CHL,CAN,4188
COL,CAN,727294
ECU,CAN,47379
PER,CAN,1425976
PRY,CAN,10704
URY,CAN,13181
VEN,CAN,2588
MDG,AUS,92500
MRT,AUS,28524
ZAF,AUS,336779
ARE,AUS,883536
BGD,AUS,41518
CHN,AUS,11707282
CYP,AUS,3078
GEO,AUS,7598
HKG,AUS,219870
IDN,AUS,318739
IND,AUS,259996
IRN,AUS,208752
ISR,AUS,939089
JPN,AUS,1010378
KOR,AUS,1610406
LBN,AUS,79923
LKA,AUS,8298
MYS,AUS,2334367
PHL,AUS,150903
SAU,AUS,3196
SGP,AUS,29921254
THA,AUS,1080363
TUR,AUS,493781
VNM,AUS,423289
XXB,AUS,88676
AUT,AUS,1807441
BGR,AUS,231023
BIH,AUS,42999
BLR,AUS,2828
BEL,AUS,36239327
CHE,AUS,22916456
CZE,AUS,181034
DEU,AUS,74025227
DNK,AUS,322708
ESP,AUS,4334330
EST,AUS,2480
FIN,AUS,43783
FRA,AUS,23816771
GBR,AUS,33735792
GRC,AUS,357327
HRV,AUS,428849
HUN,AUS,1356236
IRL,AUS,1411297
ITA,AUS,34574261
LTU,AUS,734068
LVA,AUS,12474
MKD,AUS,39153
NLD,AUS,8362099
NOR,AUS,46533
POL,AUS,11283522
PRT,AUS,9886
ROU,AUS,21485
RUS,AUS,45036
SRB,AUS,143890
SVK,AUS,557277
SVN,AUS,9797
SWE,AUS,539651
UKR,AUS,94187
ATG,AUS,1211927
CAN,AUS,18616096
DOM,AUS,1757
MEX,AUS,244640
USA,AUS,59294638
NCL,AUS,5833
NZL,AUS,72904518
SLB,AUS,2480
ARG,AUS,15785392
BRA,AUS,25655
COL,AUS,64260
ECU,AUS,36069
PER,AUS,155466
COG,BRA,3059
ZAF,BRA,1772
ARE,BRA,31522
CHN,BRA,1591098
ISR,BRA,8222
JPN,BRA,35337
TUR,BRA,2745343
VNM,BRA,5078
AUT,BRA,140169
BGR,BRA,56838
BEL,BRA,15121070
CHE,BRA,17763410
CZE,BRA,6063
DEU,BRA,12886896
DNK,BRA,5492
ESP,BRA,8016686
FIN,BRA,9036
FRA,BRA,3805319
GBR,BRA,1201096
HUN,BRA,505403
IRL,BRA,7398081
ITA,BRA,14681847
NLD,BRA,753468
POL,BRA,2384627
PRT,BRA,455577
ROU,BRA,106538
SVK,BRA,92210
SWE,BRA,155867
CAN,BRA,964314
CRI,BRA,117074
MEX,BRA,1195483
USA,BRA,25656162
NZL,BRA,26880
ARG,BRA,48074678
CHL,BRA,92604
COL,BRA,5027
ECU,BRA,9338959
URY,BRA,9305
VEN,BRA,20256
CIV,IDN,45948228
CMR,IDN,16183475
TZA,IDN,141653
UGA,IDN,1446891
IND,IDN,2999778
MYS,IDN,10970218
PHL,IDN,74250
BEL,IDN,285151
DOM,IDN,177811
SLB,IDN,1721493
ECU,IDN,11754648
PER,IDN,1956818
EGY,PRT,36986
ZAF,PRT,288036
IND,PRT,3910
PHL,PRT,3729
TUR,PRT,23009
AUT,PRT,2896967
BGR,PRT,298335
BEL,PRT,17237227
CHE,PRT,179374
CZE,PRT,2028273
DEU,PRT,43002303
DNK,PRT,1147505
ESP,PRT,52284170
EST,PRT,352567
FIN,PRT,240539
FRA,PRT,21217514
GBR,PRT,4752361
GRC,PRT,257684
HUN,PRT,488692
IRL,PRT,417597
ITA,PRT,31327771
LTU,PRT,139791
LVA,PRT,10260
MKD,PRT,21565
NLD,PRT,10265483
POL,PRT,2066784
ROU,PRT,4735
SVK,PRT,6613
SVN,PRT,47065
SWE,PRT,123293
USA,PRT,373041
AUS,PRT,4340
BRA,PRT,176259
COL,PRT,36244
ZAF,NZL,80918
ARE,NZL,6135
CHN,NZL,2738579
HKG,NZL,191422
IDN,NZL,17804
IND,NZL,24838
ISR,NZL,3045
JPN,NZL,165065
KOR,NZL,33799
MYS,NZL,190391
PAK,NZL,5059
PHL,NZL,88528
SGP,NZL,6117904
THA,NZL,64808
TUR,NZL,113954
VNM,NZL,29805
XXB,NZL,16023
AUT,NZL,12738
BGR,NZL,149642
BLR,NZL,1728
BEL,NZL,6793954
CHE,NZL,9570767
CZE,NZL,252566
DEU,NZL,4726390
DNK,NZL,169768
ESP,NZL,131846
FIN,NZL,2552
FRA,NZL,2760370
GBR,NZL,6300622
GRC,NZL,74048
HRV,NZL,6575
HUN,NZL,325424
IRL,NZL,718670
ITA,NZL,2201880
LVA,NZL,13459
NLD,NZL,1478973
NOR,NZL,1275
POL,NZL,2337449
RUS,NZL,46374
SVK,NZL,2235
SWE,NZL,549104
CAN,NZL,3566149
MEX,NZL,69250
USA,NZL,5996753
AUS,NZL,86420570
FJI,NZL,2066
ARG,NZL,2312761
BRA,NZL,15497
CHL,NZL,12143
COL,NZL,1675
ECU,NZL,1800
CIV,MEX,1541882
ZAF,MEX,87116
CHN,MEX,1304551
IDN,MEX,7604
IND,MEX,4356
ISR,MEX,52262
JPN,MEX,5214
KOR,MEX,582340
MYS,MEX,752795
SGP,MEX,1640262
TUR,MEX,686433
XXB,MEX,15309
AUT,MEX,38733
BGR,MEX,47696
BEL,MEX,7063830
CHE,MEX,545131
DEU,MEX,9964353
DNK,MEX,219190
ESP,MEX,2660528
FRA,MEX,1988951
GBR,MEX,1164516
GRC,MEX,130809
HUN,MEX,113925
ITA,MEX,3967992
MKD,MEX,35549
NLD,MEX,163038
NOR,MEX,1044
POL,MEX,1530480
PRT,MEX,15986
ROU,MEX,25523
RUS,MEX,45018
SWE,MEX,161316
UKR,MEX,33296
CAN,MEX,33800703
CRI,MEX,1891666
GTM,MEX,350701
SLV,MEX,89885
USA,MEX,232630849
ARG,MEX,769772
BOL,MEX,3800
BRA,MEX,246113
CHL,MEX,1230384
COL,MEX,1303948
ECU,MEX,184669
PER,MEX,1288
URY,MEX,2569
ISR,ARG,5000
KOR,ARG,2734
AUT,ARG,213312
BGR,ARG,1077
BEL,ARG,1788132
CHE,ARG,1279375
DEU,ARG,1174929
ESP,ARG,444579
FRA,ARG,415494
GBR,ARG,925671
ITA,ARG,3971305
NLD,ARG,55500
MEX,ARG,1123014
PAN,ARG,26950
USA,ARG,1958592
BOL,ARG,51466
BRA,ARG,23146513
CHL,ARG,562698
COL,ARG,41802
ECU,ARG,4204286
URY,ARG,354306
CHN,COL,2311898
IDN,COL,32651
MYS,COL,491389
TUR,COL,1184064
VNM,COL,28432
AUT,COL,14264
BEL,COL,802195
CHE,COL,1643811
CZE,COL,2753
DEU,COL,1746317
DNK,COL,39311
ESP,COL,1039464
FRA,COL,760593
GBR,COL,243296
ITA,COL,3844397
NLD,COL,289461
POL,COL,124746
PRT,COL,24329
SRB,COL,37628
CAN,COL,2015839
CRI,COL,304390
DOM,COL,50122
MEX,COL,3801398
USA,COL,18033967
ARG,COL,3182205
BRA,COL,4258017
CHL,COL,492083
ECU,COL,2196317
PER,COL,1077334
URY,COL,14670
VEN,COL,14788
CHN,ECU,159076
HKG,ECU,96066
MYS,ECU,21616
THA,ECU,6185
BEL,ECU,1122842
CHE,ECU,26689
DEU,ECU,398891
ESP,ECU,266682
FRA,ECU,1146
GBR,ECU,85019
ITA,ECU,2973762
PRT,ECU,49187
MEX,ECU,153420
USA,ECU,4220270
ARG,ECU,2245221
BRA,ECU,3570594
CHL,ECU,1937476
COL,ECU,7795232
PER,ECU,3533534
LBY,PRY,2171
CHN,PRY,90816
LBN,PRY,71890
TUR,PRY,67247
AUT,PRY,145816
BEL,PRY,166687
CHE,PRY,473196
DEU,PRY,716558
ESP,PRY,154815
FRA,PRY,43166
GBR,PRY,26864
ITA,PRY,259562
NLD,PRY,338200
POL,PRY,17669
PRT,PRY,14717
MEX,PRY,89967
USA,PRY,279347
ARG,PRY,6998590
BRA,PRY,13255027
CHL,PRY,3004477
PER,PRY,74134
URY,PRY,205187
MAR,VEN,30898
BEL,VEN,1528702
CHE,VEN,113199
DEU,VEN,16910
DNK,VEN,13531
ESP,VEN,1221184
ITA,VEN,388207
NLD,VEN,44732
PRT,VEN,98207
DOM,VEN,45465
USA,VEN,5868245
ARG,VEN,6244
BRA,VEN,173600
CHL,VEN,51772
COL,VEN,20212329
ECU,VEN,63523
CHN,CHL,771592
IND,CHL,1515
ISR,CHL,1683
KOR,CHL,4157
MYS,CHL,101522
SGP,CHL,865231
THA,CHL,9481
TUR,CHL,471103
VNM,CHL,35879
XXB,CHL,2632
AUT,CHL,321523
BEL,CHL,6082195
CHE,CHL,3087151
DEU,CHL,8674229
DNK,CHL,12066
ESP,CHL,2848261
FRA,CHL,1004943
GBR,CHL,2185194
HUN,CHL,292174
IRL,CHL,177984
ITA,CHL,4252452
NLD,CHL,2876100
POL,CHL,1218077
ROU,CHL,456094
SRB,CHL,18069
SVK,CHL,9722
SWE,CHL,313241
CAN,CHL,377245
CRI,CHL,297416
GTM,CHL,22122
MEX,CHL,2657975
USA,CHL,13984931
VCT,CHL,59111
AUS,CHL,13288
ARG,CHL,12411471
BOL,CHL,21734
BRA,CHL,8494642
COL,CHL,1038507
ECU,CHL,571292
PER,CHL,1149652
URY,CHL,959963
VEN,CHL,223340
DZA,TUR,2650
GHA,TUR,42993
TUN,TUR,67940
UGA,TUR,2364
ARE,TUR,28666
CHN,TUR,20170
IRQ,TUR,24285
JOR,TUR,46276
KOR,TUR,36415
KWT,TUR,8324
MYS,TUR,1528755
OMN,TUR,37043
QAT,TUR,11985
SAU,TUR,84000
VNM,TUR,76498
AUT,TUR,1581292
BGR,TUR,951233
BEL,TUR,7876597
CHE,TUR,5549579
CZE,TUR,609019
DEU,TUR,37250128
DNK,TUR,64760
ESP,TUR,83636
EST,TUR,21425
FIN,TUR,41530
FRA,TUR,1344751
GBR,TUR,3363587
GRC,TUR,661479
HRV,TUR,11087
HUN,TUR,1026751
IRL,TUR,33516
ITA,TUR,14662261
LTU,TUR,15573
MDA,TUR,48507
MKD,TUR,40855
NLD,TUR,13497166
POL,TUR,7073137
PRT,TUR,214319
ROU,TUR,435722
RUS,TUR,340469
SRB,TUR,7286
SVK,TUR,815380
SVN,TUR,41934
SWE,TUR,188701
UKR,TUR,117434
USA,TUR,6132096
AUS,TUR,57444
BRA,TUR,40921
EGY,KAZ,1140
ARE,KAZ,9724
ARM,KAZ,27573
CHN,KAZ,212395
GEO,KAZ,4776
IND,KAZ,201555
ISR,KAZ,4531
KGZ,KAZ,39790
KOR,KAZ,242678
LBN,KAZ,111410
MYS,KAZ,37165
SGP,KAZ,113866
TJK,KAZ,22080
TUR,KAZ,4486380
UZB,KAZ,135681
AUT,KAZ,35345
BGR,KAZ,1649
BLR,KAZ,149000
BEL,KAZ,341760
CHE,KAZ,441037
DEU,KAZ,12837850
DNK,KAZ,26526
ESP,KAZ,41137
FIN,KAZ,15445
FRA,KAZ,175822
GBR,KAZ,24416
GRC,KAZ,6127
HRV,KAZ,1576
HUN,KAZ,193371
ITA,KAZ,943283
LTU,KAZ,70368
MDA,KAZ,6240
NLD,KAZ,354839
NOR,KAZ,1177
POL,KAZ,213802
PRT,KAZ,9426
RUS,KAZ,119320372
SVK,KAZ,2385
SWE,KAZ,3200
UKR,KAZ,29351738
MEX,KAZ,60254
USA,KAZ,40371
AUS,KAZ,21132
CHN,IDN,11277068
HKG,IDN,492012
IND,IDN,911168
JPN,IDN,151710
KOR,IDN,10669
MYS,IDN,19689714
PHL,IDN,8580692
SGP,IDN,36055742
THA,IDN,105202
TUR,IDN,52516
XXB,IDN,645131
BEL,IDN,6202059
CHE,IDN,1244007
DEU,IDN,3644921
ESP,IDN,59718
FIN,IDN,701786
FRA,IDN,745731
GBR,IDN,20915
HUN,IDN,102955
IRL,IDN,39333
ITA,IDN,353332
NLD,IDN,1171269
POL,IDN,1056
SWE,IDN,6286
CAN,IDN,31074
USA,IDN,11679060
AUS,IDN,4257392
NZL,IDN,98875
CIV,UKR,47760
ARE,UKR,114901
AZE,UKR,752053
CHN,UKR,310869
CYP,UKR,182964
GEO,UKR,14221
IDN,UKR,1438
ISR,UKR,18714
KAZ,UKR,46235
KGZ,UKR,11136
LBN,UKR,5330
MYS,UKR,177637
SGP,UKR,49256
TJK,UKR,76905
TUR,UKR,334577
AUT,UKR,1224446
BGR,UKR,46744
BLR,UKR,843174
BEL,UKR,3136011
CHE,UKR,592932
CZE,UKR,557198
DEU,UKR,8283497
DNK,UKR,9945
ESP,UKR,347525
EST,UKR,1939
FIN,UKR,46994
FRA,UKR,640511
GBR,UKR,380667
HUN,UKR,1835695
ITA,UKR,3360342
LTU,UKR,49317
LVA,UKR,208584
MDA,UKR,66050
MLT,UKR,7728
NLD,UKR,5472975
POL,UKR,15483536
PRT,UKR,89468
ROU,UKR,66997
RUS,UKR,31280566
SRB,UKR,14838
SVK,UKR,8760
SWE,UKR,8894
CAN,UKR,1023
CRI,UKR,2534
USA,UKR,461587
COL,UKR,11464
CHN,FIN,31971
GEO,FIN,22808
IDN,FIN,18887
IND,FIN,9203
TUR,FIN,203093
AUT,FIN,2523231
BGR,FIN,61772
BEL,FIN,6472641
CHE,FIN,4355238
CZE,FIN,41355
DEU,FIN,29756623
DNK,FIN,1820375
ESP,FIN,2023998
EST,FIN,1675040
FRA,FIN,4080782
GBR,FIN,2974203
GRC,FIN,120169
HUN,FIN,119472
ISL,FIN,3273
ITA,FIN,5661467
LTU,FIN,2484839
LVA,FIN,483734
MDA,FIN,7488
NLD,FIN,8497238
NOR,FIN,2201420
POL,FIN,1659446
PRT,FIN,3640
ROU,FIN,12196
RUS,FIN,16661
SRB,FIN,1076
SVK,FIN,2552732
SWE,FIN,42352835
UKR,FIN,899992
CAN,FIN,64212
USA,FIN,429685
BRA,FIN,1644
ECU,FIN,46395
PER,FIN,1707
EGY,ZAF,2568993
MOZ,ZAF,67742
NGA,ZAF,1251
UGA,ZAF,13650
ZMB,ZAF,5327
ZWE,ZAF,30789
ARE,ZAF,1161119
CHN,ZAF,1643147
HKG,ZAF,1625
IDN,ZAF,246285
IND,ZAF,250608
IRN,ZAF,83411
ISR,ZAF,33995
LBN,ZAF,21853
MYS,ZAF,941465
PAK,ZAF,292026
SAU,ZAF,58743
SGP,ZAF,5583773
TUR,ZAF,1914330
XXB,ZAF,17431
AUT,ZAF,250942
BGR,ZAF,627217
BEL,ZAF,11932974
CHE,ZAF,4027575
CZE,ZAF,324066
DEU,ZAF,11280775
DNK,ZAF,205171
ESP,ZAF,602356
FIN,ZAF,14850
FRA,ZAF,5262816
GBR,ZAF,4398425
GRC,ZAF,266263
HUN,ZAF,576512
IRL,ZAF,131470
ITA,ZAF,15648560
LTU,ZAF,1233
NLD,ZAF,4013695
POL,ZAF,8088429
PRT,ZAF,950150
ROU,ZAF,19048
SVK,ZAF,349555
SWE,ZAF,26782
CAN,ZAF,7659
MEX,ZAF,44665
USA,ZAF,1640990
AUS,ZAF,28898
ARG,ZAF,57573
BRA,ZAF,650707
COL,ZAF,3624535
CMR,EGY,5672
MAR,EGY,250691
TUN,EGY,199037
ARE,EGY,28702190
CHN,EGY,1300307
CYP,EGY,11356
IDN,EGY,6285
IND,EGY,1817251
ISR,EGY,45000
JOR,EGY,100429
LBN,EGY,219955
MYS,EGY,120294
PHL,EGY,18415
QAT,EGY,1717
SAU,EGY,272389
SGP,EGY,1730
SYR,EGY,4396
THA,EGY,15980
TUR,EGY,16540439
YEM,EGY,31914
AUT,EGY,32408
BGR,EGY,179373
BEL,EGY,2941213
CHE,EGY,1025057
CZE,EGY,39890
DEU,EGY,6545877
DNK,EGY,3298
ESP,EGY,227128
FIN,EGY,25099
FRA,EGY,699144
GBR,EGY,2074626
GRC,EGY,1087746
HUN,EGY,30970
IRL,EGY,14795
ITA,EGY,4867574
MKD,EGY,15867
NLD,EGY,7961980
POL,EGY,5875453
PRT,EGY,51782
ROU,EGY,214726
SRB,EGY,6801
SWE,EGY,88833
UKR,EGY,63098
CAN,EGY,68543
MEX,EGY,63600
USA,EGY,651770
BRA,EGY,30933
CMR,LBY,248808
DZA,LBY,47916
EGY,LBY,482988
MAR,LBY,1469
TUN,LBY,6017760
IND,LBY,742919
TUR,LBY,28125022
AUT,LBY,140763
BGR,LBY,599061
BEL,LBY,1364786
CHE,LBY,1087800
DEU,LBY,2882918
ESP,LBY,557086
FRA,LBY,1595305
GBR,LBY,4103166
GRC,LBY,2003633
ITA,LBY,13541257
LTU,LBY,15475
MKD,LBY,13973
MLT,LBY,5027864
NLD,LBY,7673833
POL,LBY,8630165
PRT,LBY,397596
RUS,LBY,22750
SRB,LBY,72281
SVN,LBY,2541
UKR,LBY,333995
COL,LBY,1712
EGY,IRQ,3488823
AZE,IRQ,1969788
CHN,IRQ,122146
GEO,IRQ,578133
IND,IRQ,3630611
JOR,IRQ,1090899
KWT,IRQ,30943
SAU,IRQ,147200
SGP,IRQ,21552
TUR,IRQ,95039631
AUT,IRQ,1388
BGR,IRQ,156823
BEL,IRQ,438636
CHE,IRQ,947152
DEU,IRQ,3089400
ESP,IRQ,31162
FRA,IRQ,53777
GBR,IRQ,732357
HUN,IRQ,155449
ITA,IRQ,491410
LTU,IRQ,19175
MKD,IRQ,31164
NLD,IRQ,2582617
POL,IRQ,388388
ROU,IRQ,30683
RUS,IRQ,59653
SRB,IRQ,51854
UKR,IRQ,4213015
CAN,IRQ,5864
ARG,IRQ,253245
BRA,IRQ,36190
AZE,MNG,277808
CHN,MNG,372799
HKG,MNG,38076
IND,MNG,1845
JPN,MNG,30444
KAZ,MNG,567418
KGZ,MNG,116022
KOR,MNG,1281990
MYS,MNG,427660
PHL,MNG,33140
SGP,MNG,180512
THA,MNG,5956
TUR,MNG,1562206
VNM,MNG,29180
AUT,MNG,56257
BGR,MNG,161964
BLR,MNG,173467
BEL,MNG,689111
CHE,MNG,74491
CZE,MNG,34102
DEU,MNG,5413842
DNK,MNG,5235
FRA,MNG,105204
HUN,MNG,277068
ITA,MNG,675851
MKD,MNG,3798
NLD,MNG,1516053
POL,MNG,2293033
RUS,MNG,16931960
SWE,MNG,5009
UKR,MNG,6841443
GTM,MNG,1686
MEX,MNG,461555
USA,MNG,196596
AUS,MNG,1620
ARG,MNG,164132
BRA,MNG,24124
EGY,IND,7225915
ZAF,IND,73718
ARE,IND,12452345
BGD,IND,122132
CHN,IND,968883
HKG,IND,1274
IDN,IND,2116
IRN,IND,2801
JPN,IND,302311
LBN,IND,1114
LKA,IND,28508
MYS,IND,4073535
OMN,IND,339284
SAU,IND,7789643
SGP,IND,11808358
THA,IND,291254
TUR,IND,5787476
VNM,IND,60406
BEL,IND,4652477
CHE,IND,4300333
DEU,IND,2969146
DNK,IND,83926
ESP,IND,168699
FRA,IND,203529
GBR,IND,1074937
HUN,IND,445684
IRL,IND,327426
ITA,IND,8023177
LTU,IND,21086
NLD,IND,7512238
POL,IND,1418133
PRT,IND,84342
ROU,IND,74686
SVK,IND,492235
CAN,IND,108827
USA,IND,3090337
AUS,IND,23869
NZL,IND,141530
BRA,IND,24768
COL,IND,169483
