focus_country,other_country,val
ARE,QAT,19961912
ARE,SAU,180797826
ARE,SGP,1216725
ARE,THA,54962
ARE,TUR,28666
ARE,XXB,7896
ARE,YEM,4888732
ARE,AUT,47724
ARE,BGR,2071
ARE,BEL,16812
ARE,CHE,22619
ARE,DEU,736683
ARE,DNK,2328
ARE,FRA,43459
ARE,GBR,405287
ARE,IRL,8462
ARE,ITA,15623
ARE,NLD,7578
ARE,POL,237417
ARE,RUS,33243
ARE,SWE,16072
ARE,UKR,114901
ARE,CAN,170027
ARE,USA,341347
ARE,AUS,883536
ARE,NZL,6135
ARE,BRA,31522
SGP,BEN,4013
SGP,CMR,28394
SGP,EGY,1730
SGP,ETH,1453
SGP,KEN,233072
SGP,MAR,116715
SGP,MDG,8161
SGP,MUS,114096
SGP,NGA,289272
SGP,SYC,65820
SGP,TZA,1909
SGP,UGA,15227
SGP,ZAF,5583773
SGP,AFG,48998
SGP,ARE,3999960
SGP,ARM,91880
SGP,AZE,93772
SGP,BGD,614732
SGP,BHR,7661
SGP,BRN,4384834
SGP,BTN,18014
SGP,CHN,16724864
SGP,CYP,10394
SGP,GEO,184208
SGP,HKG,12304520
SGP,IDN,36055742
SGP,IND,11808358
SGP,IRN,321219
SGP,IRQ,21552
SGP,JOR,259388
SGP,JPN,160880231
SGP,KAZ,113866
SGP,KGZ,10426
SGP,KHM,397915
SGP,KOR,24940375
SGP,KWT,46040
SGP,LBN,313776
SGP,LKA,1098655
SGP,MAC,213677
SGP,MDV,936715
SGP,MMR,1539078
SGP,MNG,180512
SGP,MYS,23501444
SGP,NPL,16450
SGP,OMN,107586
SGP,PAK,136712
SGP,PHL,4089377
SGP,PRK,3146
SGP,QAT,514497
SGP,SAU,494189
SGP,THA,5596608
SGP,TJK,3166
SGP,TKM,20653
SGP,TLS,55332
SGP,UZB,4613
SGP,VNM,2425431
SGP,XXB,3796140
SGP,YEM,116964
SGP,CHE,4430
SGP,GBR,285609
SGP,IRL,1363
SGP,LVA,7718
SGP,MLT,1414
SGP,NLD,1054130
SGP,UKR,49256
SGP,CAN,13347
SGP,CRI,260476
SGP,GTM,68629
SGP,MEX,1640262
SGP,USA,2096064
SGP,AUS,29921254
SGP,FJI,3319
SGP,GUM,432785
SGP,KIR,20312
SGP,NCL,6247
SGP,NZL,6117904
SGP,PNG,62162
SGP,SLB,92013
SGP,TON,11405
SGP,VUT,5552
SGP,WSM,4292
SGP,CHL,865231
SGP,GUY,442094
SGP,SUR,357139
CHN,AGO,1109873
CHN,BDI,1014
CHN,BEN,880893
CHN,BFA,27902
CHN,CMR,126458
CHN,COM,15960
CHN,DZA,229831
CHN,EGY,1300307
CHN,ETH,72335
CHN,GHA,1366057
CHN,GIN,88054
CHN,KEN,46569
CHN,MAR,39360
CHN,MDG,25338
CHN,MOZ,8222
CHN,MUS,117228
CHN,NER,29230
CHN,NGA,1816761
CHN,RWA,10605
CHN,SDN,109940
CHN,SEN,117734
CHN,SLE,23562
CHN,TGO,207892
CHN,TZA,85807
CHN,UGA,44320
CHN,ZAF,1643147
CHN,ZMB,1238
CHN,AFG,3422908
CHN,ARE,3824801
CHN,ARM,216451
CHN,AZE,13403
CHN,BGD,1926708
CHN,BHR,535365
CHN,BRN,30200
CHN,GEO,90029
CHN,HKG,79294003
CHN,IDN,11277068
CHN,IND,968883
CHN,IRQ,122146
CHN,ISR,1017938
CHN,JOR,833197
CHN,JPN,26620552
CHN,KAZ,212395
CHN,KGZ,9040
CHN,KHM,4744
CHN,KOR,33853135
CHN,KWT,2063876
CHN,LBN,97885
CHN,LKA,190648
CHN,MAC,70039
CHN,MDV,108454
CHN,MMR,258337
CHN,MNG,372799
CHN,MYS,15142503
CHN,NPL,142799
CHN,OMN,539240
CHN,PAK,663731
CHN,PHL,16955136
CHN,PRK,1694044
CHN,PSE,456613
CHN,QAT,546439
CHN,SAU,7561160
CHN,SGP,10925232
CHN,THA,22865759
CHN,TUR,20170
CHN,VNM,3996766
CHN,XXB,4280830
CHN,YEM,424961
CHN,AUT,243639
CHN,BLR,16207
CHN,BEL,4512731
CHN,CHE,154280
CHN,CZE,202923
CHN,DEU,2060248
CHN,DNK,24648
CHN,ESP,62520
CHN,EST,50803
CHN,FIN,31971
CHN,FRA,209044
CHN,GBR,6909835
CHN,IRL,173954
CHN,ISL,9296
CHN,ITA,2076
CHN,MDA,31151
CHN,NLD,407885
CHN,NOR,110037
CHN,POL,520893
CHN,ROU,56563
CHN,RUS,665509
CHN,SRB,4849
CHN,SVK,17657
CHN,SVN,10577
CHN,SWE,50655
CHN,UKR,310869
CHN,ATG,113944
CHN,BHS,93392
CHN,BRB,6210
CHN,CAN,5579014
CHN,CRI,477426
CHN,DOM,121668
CHN,GRL,12280
CHN,GTM,272593
CHN,HND,137504
CHN,MEX,1304551
CHN,NIC,53959
CHN,PAN,202762
CHN,SLV,90937
CHN,USA,5083897
CHN,AUS,11707282
CHN,FJI,84050
CHN,NCL,11431
CHN,NZL,2738579
CHN,PNG,506469
CHN,PYF,17009
CHN,SLB,1257
CHN,WSM,2123
CHN,BOL,399126
CHN,BRA,1591098
CHN,CHL,771592
CHN,COL,2311898
CHN,ECU,159076
CHN,GUY,65211
CHN,PER,980498
CHN,PRY,90816
CHN,URY,147433
EGY,CMR,42832
EGY,DJI,250040
EGY,DZA,785006
EGY,ETH,22684
EGY,GIN,1744
EGY,KEN,4690205
EGY,LBY,482988
EGY,MAR,1743501
EGY,MDG,13114
EGY,MOZ,29195
EGY,RWA,78536
EGY,SDN,3612563
EGY,SEN,32579
EGY,SYC,3996
EGY,TUN,199935
EGY,TZA,61424
EGY,UGA,185931
EGY,ZAF,2568993
EGY,ZMB,30312
EGY,ZWE,110386
EGY,ARE,13860629
EGY,BHR,1658567
EGY,CYP,17577
EGY,HKG,20315
EGY,IND,7225915
EGY,IRQ,3488823
EGY,ISR,6552365
EGY,JOR,990110
EGY,KAZ,1140
EGY,KWT,13443641
EGY,LBN,11221717
EGY,LKA,14452
EGY,NPL,297862
EGY,OMN,2492613
EGY,PAK,47781
EGY,PSE,1914868
EGY,QAT,3486500
EGY,SAU,44750400
EGY,SYR,24803
EGY,YEM,624829
EGY,AUT,1247
EGY,DEU,1062
EGY,FRA,3510
EGY,PRT,36986
EGY,RUS,5528
EGY,USA,51497
IND,AGO,105996
IND,BEN,387157
IND,BFA,9078
IND,CMR,101759
IND,COD,20929
IND,COG,234011
IND,DJI,52481
IND,DZA,1991933
IND,EGY,1817251
IND,ETH,2014
IND,GHA,72937
IND,GIN,60039
IND,GNQ,8133
IND,KEN,197394
IND,LBR,61820
IND,LBY,742919
IND,MAR,981419
IND,MDG,12583
IND,MOZ,77300
IND,MUS,1184
IND,MWI,32190
IND,NER,27647
IND,NGA,134035
IND,RWA,4339
IND,SDN,16728
IND,SEN,110026
IND,SLE,590565
IND,SOM,35467
IND,STP,7628
IND,SYC,5794
IND,TGO,808552
IND,TUN,394636
IND,TZA,99360
IND,UGA,8462
IND,ZAF,250608
IND,ZMB,1173
IND,ZWE,5847
IND,AFG,678987
IND,ARE,13847894
IND,ARM,6788
IND,AZE,149817
IND,BGD,1483965
IND,BHR,1678343
IND,BRN,202434
IND,BTN,1527596
IND,CHN,21778270
IND,CYP,4516
IND,GEO,338025
IND,HKG,8400556
IND,IDN,911168
IND,IRN,6201
IND,IRQ,3630611
IND,ISR,344895
IND,JOR,1808801
IND,JPN,1038
IND,KAZ,201555
IND,KOR,12410790
IND,KWT,4728254
IND,LBN,1296810
IND,LKA,1108340
IND,MDV,1537466
IND,MMR,31962
IND,MNG,1845
IND,MYS,4044597
IND,NPL,7165120
IND,OMN,101918
IND,PAK,588098
IND,PHL,3341667
IND,QAT,1872870
IND,SAU,13555326
IND,SGP,11871909
IND,THA,158995
IND,VNM,314097
IND,XXB,3175399
IND,YEM,58867
IND,AUT,3002
IND,BGR,1715
IND,BEL,2910
IND,CZE,55831
IND,DEU,188623
IND,EST,1045
IND,FIN,9203
IND,GBR,24027
IND,IRL,2523
IND,ITA,6500
IND,NLD,31171
IND,PRT,3910
IND,ROU,262328
IND,RUS,120153
IND,SVK,11991
IND,SVN,4638
IND,SWE,4612
IND,CAN,100348
IND,GTM,1290
IND,JAM,6937
IND,MEX,4356
IND,NIC,36787
IND,USA,542161
IND,AUS,259996
IND,FJI,3537
IND,NCL,1001
IND,NZL,24838
IND,PNG,6613
IND,WSM,1574
IND,CHL,1515
AUS,SYC,11731
AUS,ZAF,28898
AUS,AFG,53705
AUS,ARE,1029231
AUS,AZE,2900
AUS,BGD,18849
AUS,BHR,34531
AUS,BRN,1843983
AUS,CHN,5611716
AUS,CXR,8547
AUS,CYP,191414
AUS,GEO,6190
AUS,HKG,9306182
AUS,IDN,4257392
AUS,IND,23869
AUS,JOR,5886
AUS,JPN,31410260
AUS,KAZ,21132
AUS,KHM,9837
AUS,KOR,360348
AUS,KWT,172474
AUS,LKA,40868
AUS,MAC,5649
AUS,MDV,61855
AUS,MMR,76798
AUS,MNG,1620
AUS,MYS,10122471
AUS,OMN,40704
AUS,PAK,141867
AUS,PHL,8772907
AUS,QAT,146292
AUS,SAU,72919
AUS,SGP,7888363
AUS,THA,5937891
AUS,TLS,107947
AUS,TUR,57444
AUS,VNM,184888
AUS,XXB,927803
AUS,BEL,108277
AUS,CHE,8501
AUS,CZE,75348
AUS,DEU,20622
AUS,DNK,2838
AUS,FRA,13916
AUS,GBR,642440
AUS,IRL,20493
AUS,ISL,6056
AUS,ITA,8353
AUS,MDA,1904
AUS,NLD,35701
AUS,NOR,1018
AUS,PRT,4340
AUS,ROU,26478
AUS,SVK,33445
AUS,CAN,318953
AUS,JAM,2407
AUS,USA,1191832
AUS,ASM,47341
AUS,COK,10554
AUS,FJI,1208520
AUS,GUM,49395
AUS,NCL,569169
AUS,NFK,7241
AUS,NRU,39750
AUS,NZL,86420570
AUS,PNG,1164209
AUS,PYF,335612
AUS,SLB,84389
AUS,TON,9659
AUS,VUT,214454
AUS,WSM,40017
AUS,CHL,13288
AUS,PER,131467
COL,AGO,521863
COL,CIV,7524
COL,GNQ,1354
COL,KEN,9600
COL,LBY,1712
COL,MOZ,21081
COL,MUS,2991
COL,TUN,7329
COL,UGA,74652
COL,ZAF,3624535
COL,ARE,223740
COL,CHN,40105
COL,HKG,7675
COL,IND,169483
COL,ISR,5139
COL,JPN,529280
COL,KOR,676379
COL,KWT,1129
COL,LBN,83895
COL,PSE,4662
COL,SAU,8440
COL,BEL,18642
COL,CHE,7644
COL,CZE,4214
COL,DEU,54331
COL,ESP,187610
COL,FRA,1290
COL,GBR,633652
COL,HUN,5347
COL,IRL,4624
COL,ITA,7093
COL,MKD,11961
COL,MNE,1667
COL,NLD,212713
COL,POL,9609
COL,PRT,36244
COL,RUS,465272
COL,SVK,145595
COL,SWE,14646
COL,UKR,11464
COL,ABW,51151
COL,ATG,80114
COL,BLZ,9406
COL,BRB,100913
COL,CAN,727294
COL,CRI,506205
COL,CUB,76553
COL,CUW,27846
COL,DMA,67999
COL,DOM,1018264
COL,GRD,15935
COL,GTM,376209
COL,HND,178760
COL,HTI,39988
COL,JAM,430293
COL,KNA,10601
COL,LCA,55074
COL,MEX,1303948
COL,PAN,2695211
COL,SLV,302089
COL,TTO,205983
COL,USA,12372392
COL,VCT,7740
COL,AUS,64260
COL,FJI,17465
COL,NZL,1675
COL,PYF,40971
COL,ARG,41802
COL,BOL,491921
COL,BRA,5027
COL,CHL,1038507
COL,ECU,7795232
COL,GUY,47804
COL,PER,2659491
COL,SUR,55318
COL,VEN,20212329
ARG,AGO,1476460
ARG,CPV,28827
ARG,GNQ,29460
ARG,MDG,21042
ARG,MOZ,392511
ARG,SDN,16332
ARG,SLE,121000
ARG,ZAF,57573
ARG,ARE,562836
ARG,ARM,2054
ARG,AZE,8136
ARG,BHR,2822
ARG,CHN,15858
ARG,IRQ,253245
ARG,ISR,4469489
ARG,JOR,242741
ARG,JPN,7062837
ARG,KOR,21410
ARG,KWT,221467
ARG,LBN,218192
ARG,MNG,164132
ARG,OMN,22550
ARG,PHL,122672
ARG,PSE,52640
ARG,SAU,2137014
ARG,THA,3406281
ARG,VNM,3995
ARG,XXB,19787
ARG,BGR,55975
ARG,CHE,1511
ARG,ESP,278012
ARG,FRA,7971
ARG,ITA,2750
ARG,LVA,8277
ARG,MKD,10673
ARG,NLD,1968284
ARG,POL,4874
ARG,ROU,8780
ARG,BRB,22636
ARG,CAN,3257062
ARG,CRI,91077
ARG,CUB,136993
ARG,CUW,18786
ARG,DOM,51084
ARG,GRD,2420
ARG,GTM,50413
ARG,HND,63365
ARG,HTI,8889
ARG,JAM,29878
ARG,LCA,4274
ARG,MEX,769772
ARG,NIC,13986
ARG,PAN,11921
ARG,SLV,13300
ARG,TTO,135790
ARG,USA,614688
ARG,VCT,10382
ARG,AUS,15785392
ARG,NZL,2312761
ARG,BOL,3538691
ARG,BRA,48074678
ARG,CHL,12411471
ARG,COL,3182205
ARG,ECU,2245221
ARG,PER,1240250
ARG,PRY,6998590
ARG,SUR,57667
ARG,URY,10642765
ARG,VEN,6244
BRA,AGO,1019280
BRA,BEN,85504
BRA,BFA,60783
BRA,CIV,38489
BRA,CMR,311945
BRA,COD,995905
BRA,COG,87347
BRA,CPV,25732
BRA,DJI,13800
BRA,DZA,25537
BRA,EGY,30933
BRA,ETH,34660
BRA,GAB,12096
BRA,GHA,335645
BRA,GIN,186084
BRA,GMB,153960
BRA,GNQ,26337
BRA,KEN,51618
BRA,LBR,69206
BRA,MAR,8872
BRA,MDG,3365
BRA,MLI,56571
BRA,MOZ,10233
BRA,MRT,40444
BRA,MUS,52269
BRA,NER,95426
BRA,NGA,86266
BRA,SDN,14536
BRA,SEN,49153
BRA,SLE,124320
BRA,SOM,15930
BRA,STP,13070
BRA,TGO,98680
BRA,TZA,5725
BRA,UGA,8707
BRA,ZAF,650707
BRA,ZMB,25742
BRA,AFG,57767
BRA,ARE,668213
BRA,ARM,65336
BRA,AZE,52354
BRA,CHN,237995
BRA,GEO,28398
BRA,HKG,251521
BRA,IND,24768
BRA,IRN,8518
BRA,IRQ,36190
BRA,ISR,329029
BRA,JOR,62724
BRA,JPN,616769
BRA,KOR,2746166
BRA,KWT,48131
BRA,LBN,114920
BRA,MNG,24124
BRA,NPL,10221
BRA,OMN,8787
BRA,PAK,11995
BRA,PHL,89108
BRA,PSE,9011
BRA,QAT,6005
BRA,SAU,212322
BRA,SGP,1047402
BRA,THA,1553463
BRA,TKM,1270
BRA,TUR,40921
BRA,VNM,18758
BRA,XXB,37693
BRA,YEM,374638
BRA,ALB,3745
BRA,AUT,6637
BRA,BGR,1134
BRA,BIH,2384
BRA,BEL,5377
BRA,CHE,2302
BRA,CZE,1242
BRA,DEU,26468
BRA,DNK,89420
BRA,ESP,1026
BRA,FIN,1644
BRA,FRA,41646
BRA,GBR,192247
BRA,HRV,2085
BRA,HUN,124944
BRA,IRL,14703
BRA,ITA,9553
BRA,LTU,9820
BRA,MKD,3427
BRA,NLD,63631
BRA,PRT,176259
BRA,ROU,4786
BRA,SWE,17634
BRA,ABW,251700
BRA,ATG,4250
BRA,BLZ,5835
BRA,BRB,161924
BRA,CAN,146918
BRA,CRI,188576
BRA,CUB,495591
BRA,DOM,1411187
BRA,GTM,7746
BRA,HND,55444
BRA,HTI,364593
BRA,JAM,115157
BRA,MEX,246113
BRA,NIC,10275
BRA,PAN,464877
BRA,SLV,104595
BRA,TTO,703905
BRA,USA,2893618
BRA,VCT,79497
BRA,AUS,25655
BRA,FJI,65238
BRA,NCL,1984
BRA,NZL,15497
BRA,PYF,1841
BRA,VUT,5014
BRA,WSM,35816
BRA,ARG,23146513
BRA,BOL,7253247
BRA,CHL,8494642
BRA,COL,4258017
BRA,ECU,3570594
BRA,GUY,15148
BRA,PER,1992767
BRA,PRY,13255027
BRA,SUR,174647
BRA,URY,11898627
BRA,VEN,173600
CHL,AUT,5556
CHL,BGR,1715
CHL,FRA,3803
CHL,GRC,6186
CHL,ITA,7574
CHL,SWE,6387
CHL,ABW,2091
CHL,BLZ,1009
CHL,CAN,4188
CHL,CRI,1383815
CHL,CUB,797625
CHL,DOM,264807
CHL,GTM,204330
CHL,HND,159036
CHL,JAM,9751
CHL,MEX,1230384
CHL,NIC,180176
CHL,PAN,986120
CHL,SLV,380675
CHL,USA,34986
CHL,NZL,12143
CHL,ARG,562698
CHL,BOL,2632043
CHL,BRA,92604
CHL,COL,492083
CHL,ECU,1937476
CHL,PER,5295643
CHL,PRY,3004477
CHL,URY,458133
CHL,VEN,51772
ECU,SDN,17352
ECU,SYC,1199
ECU,ARE,20732
ECU,BHR,1113
ECU,HKG,16609
ECU,JOR,1206
ECU,JPN,115063
ECU,KOR,100184
ECU,MYS,4593
ECU,SGP,10691
ECU,XXB,10230
ECU,AUT,49750
ECU,BEL,276997
ECU,CHE,17592
ECU,DEU,172549
ECU,FIN,46395
ECU,FRA,24648
ECU,GBR,40992
ECU,IRL,118168
ECU,ITA,4806
ECU,NLD,855359
ECU,RUS,9096
ECU,SVK,2095
ECU,SWE,23781
ECU,BRB,24284
ECU,CAN,47379
ECU,CRI,19900
ECU,CUW,5015
ECU,DOM,4137
ECU,GTM,25285
ECU,HTI,53810
ECU,MEX,184669
ECU,NIC,7468
ECU,PAN,36682
ECU,USA,1377034
ECU,AUS,36069
ECU,NZL,1800
ECU,ARG,4204286
ECU,BOL,224545
ECU,BRA,9338959
ECU,CHL,571292
ECU,COL,2196317
ECU,PER,307463
ECU,URY,88320
ECU,VEN,63523
PER,BHR,5807
PER,CHN,1249
PER,HKG,3956
PER,ISR,1965
PER,JPN,140664
PER,KOR,1303
PER,XXB,9849
PER,AUT,15508
PER,BEL,9228
PER,CHE,1617
PER,CZE,21366
PER,DEU,46181
PER,DNK,3387
PER,ESP,2285
PER,FIN,1707
PER,FRA,182046
PER,GBR,63452
PER,ITA,86073
PER,NLD,20486
PER,POL,1741
PER,SVN,10461
PER,SWE,2208
PER,ABW,1954
PER,CAN,1425976
PER,CRI,12389
PER,DOM,2935
PER,GTM,10134
PER,MEX,1288
PER,PAN,39447
PER,USA,4188796
PER,AUS,155466
PER,BOL,3753716
PER,CHL,1149652
PER,COL,1077334
PER,ECU,3533534
PER,PRY,74134
NZL,KEN,43770
NZL,RWA,5836
NZL,SYC,4239
NZL,ARE,658064
NZL,BHR,199751
NZL,BRN,15092
NZL,CHN,1979988
NZL,HKG,621780
NZL,IDN,98875
NZL,IND,141530
NZL,JPN,269026
NZL,KHM,46268
NZL,KOR,680666
NZL,KWT,4274
NZL,MYS,2204130
NZL,NPL,9125
NZL,OMN,6321
NZL,PAK,4065607
NZL,PHL,422340
NZL,QAT,816149
NZL,SAU,584104
NZL,SGP,3428941
NZL,THA,31113
NZL,XXB,64890
NZL,YEM,1783
NZL,DEU,3168
NZL,DNK,3504
NZL,FRA,1045
NZL,GBR,286714
NZL,NLD,50381
NZL,NOR,1294
NZL,RUS,83184
NZL,SVN,10908
NZL,SWE,1962
NZL,CAN,280738
NZL,USA,369847
NZL,ASM,59914
NZL,AUS,72904518
NZL,COK,405458
NZL,FJI,281189
NZL,KIR,1229
NZL,NCL,95634
NZL,NFK,9341
NZL,NIU,45435
NZL,PNG,288541
NZL,PYF,66575
NZL,SLB,131157
NZL,TON,108887
NZL,VUT,85710
NZL,WSM,114499
NZL,BRA,26880
DNK,BFA,482211
DNK,CIV,1350
DNK,CMR,2341
DNK,DZA,30838
DNK,EGY,3298
DNK,ETH,3263
DNK,KEN,5917
DNK,MAR,3474
DNK,MUS,24662
DNK,SYC,1347
DNK,TGO,15139
DNK,ZAF,205171
DNK,ZWE,3648
DNK,AFG,114930
DNK,ARE,717711
DNK,ARM,55238
DNK,AZE,1328
DNK,BGD,12342
DNK,BHR,2308
DNK,CHN,428583
DNK,CYP,58773
DNK,GEO,66335
DNK,HKG,998458
DNK,IND,83926
DNK,ISR,146286
DNK,JOR,632128
DNK,JPN,292711
DNK,KAZ,26526
DNK,KGZ,1494
DNK,KOR,58317
DNK,KWT,18248
DNK,LBN,100401
DNK,LKA,1423
DNK,MNG,5235
DNK,MYS,979262
DNK,OMN,42268
DNK,PAK,3520
DNK,PRK,9617
DNK,PSE,21779
DNK,QAT,211878
DNK,SAU,67307
DNK,SGP,3458191
DNK,THA,343867
DNK,TJK,2126
DNK,TKM,1641
DNK,TUR,64760
DNK,UZB,22634
DNK,VNM,40814
DNK,XXB,232375
DNK,AND,9173
DNK,AUT,651859
DNK,BGR,12885
DNK,BLR,69562
DNK,BEL,483816
DNK,CHE,169192
DNK,CZE,250900
DNK,DEU,56120155
DNK,ESP,1335489
DNK,EST,1037928
DNK,FIN,1820375
DNK,FRA,1314680
DNK,GBR,3850899
DNK,GIB,4870
DNK,GRC,150653
DNK,HRV,120354
DNK,HUN,938777
DNK,IRL,86800
DNK,ISL,960245
DNK,ITA,674615
DNK,LTU,286235
DNK,LVA,149604
DNK,MDA,29123
DNK,MLT,60185
DNK,NLD,4854990
DNK,NOR,11596505
DNK,POL,2561128
DNK,PRT,1147505
DNK,ROU,99002
DNK,RUS,775661
DNK,SRB,40959
DNK,SVK,176686
DNK,SVN,253383
DNK,SWE,28642944
DNK,UKR,9945
DNK,CAN,1216336
DNK,CRI,235096
DNK,CUB,1975
DNK,GRL,4335282
DNK,GTM,2322
DNK,MEX,219190
DNK,SLV,10242
DNK,USA,8007018
DNK,AUS,322708
DNK,NCL,19795
DNK,NZL,169768
DNK,BRA,5492
DNK,CHL,12066
DNK,COL,39311
DNK,URY,32216
DNK,VEN,13531
HUN,AGO,1865
HUN,BEN,1515
HUN,CIV,22423
HUN,DZA,122357
HUN,EGY,30970
HUN,MAR,75166
HUN,MOZ,1493
HUN,MUS,10847
HUN,NGA,1338
HUN,TUN,57821
HUN,ZAF,576512
HUN,ARE,995528
HUN,ARM,8113
HUN,AZE,241933
HUN,BGD,65877
HUN,BHR,4979
HUN,CHN,302101
HUN,CYP,1076432
HUN,GEO,2405
HUN,HKG,176023
HUN,IDN,102955
HUN,IND,445684
HUN,IRN,85436
HUN,IRQ,155449
HUN,ISR,73152
HUN,JOR,37426
HUN,JPN,227049
HUN,KAZ,193371
HUN,KGZ,1586
HUN,KOR,382771
HUN,KWT,68526
HUN,LBN,65152
HUN,MNG,277068
HUN,MYS,178327
HUN,OMN,22194
HUN,PAK,40057
HUN,QAT,111789
HUN,SAU,146133
HUN,SGP,52420
HUN,THA,32260
HUN,TUR,1026751
HUN,VNM,29100
HUN,XXB,20254
HUN,YEM,16821
HUN,ALB,106423
HUN,AND,4231
HUN,AUT,4239848
HUN,BGR,1770526
HUN,BIH,729503
HUN,BLR,32200
HUN,BEL,1979359
HUN,CHE,1079356
HUN,CZE,12430353
HUN,DEU,15767096
HUN,DNK,846187
HUN,ESP,1787035
HUN,EST,848266
HUN,FIN,119472
HUN,FRA,3952925
HUN,GBR,11465065
HUN,GRC,857031
HUN,HRV,2393600
HUN,IRL,701112
HUN,ISL,89031
HUN,ITA,2665467
HUN,LTU,1370081
HUN,LVA,143556
HUN,MKD,276987
HUN,MLT,41291
HUN,MNE,32055
HUN,NLD,3882595
HUN,NOR,1204843
HUN,POL,5216055
HUN,PRT,488692
HUN,ROU,18359943
HUN,RUS,1768894
HUN,SRB,992533
HUN,SVK,12409923
HUN,SVN,1093526
HUN,SWE,3557650
HUN,UKR,1835695
HUN,CAN,1615560
HUN,CRI,33797
HUN,DOM,3495
HUN,GRL,7009
HUN,MEX,113925
HUN,USA,687028
HUN,AUS,1356236
HUN,NCL,5994
HUN,NZL,325424
HUN,PYF,3841
HUN,BOL,28458
HUN,BRA,505403
HUN,CHL,292174
HUN,SUR,1392
HUN,URY,60317
LTU,LBY,15475
LTU,ZAF,1233
LTU,ARE,196128
LTU,ARM,4302
LTU,AZE,329098
LTU,CHN,372880
LTU,CYP,135125
LTU,GEO,261892
LTU,HKG,521269
LTU,IND,21086
LTU,IRN,116118
LTU,IRQ,19175
LTU,ISR,787876
LTU,JPN,18465
LTU,KAZ,70368
LTU,KGZ,36255
LTU,OMN,18917
LTU,SGP,51773
LTU,TJK,31156
LTU,TKM,309608
LTU,TUR,15573
LTU,UZB,4323
LTU,XXB,1955
LTU,AUT,560370
LTU,BGR,1700200
LTU,BLR,1141871
LTU,BEL,7049010
LTU,CHE,5669
LTU,CZE,583598
LTU,DEU,3407520
LTU,DNK,58361
LTU,ESP,144013
LTU,EST,5088139
LTU,FIN,2484839
LTU,FRA,8674466
LTU,GBR,19959068
LTU,GRC,66258
LTU,HUN,256738
LTU,IRL,316885
LTU,ITA,106179
LTU,LVA,14391890
LTU,MDA,181118
LTU,MKD,1548
LTU,MLT,2908
LTU,NLD,750181
LTU,NOR,6150701
LTU,POL,8027790
LTU,PRT,139791
LTU,ROU,33093
LTU,RUS,5755634
LTU,SVK,658540
LTU,SVN,23840
LTU,SWE,20489622
LTU,UKR,49317
LTU,CAN,155740
LTU,GRL,1393
LTU,USA,1018289
LTU,AUS,734068
LTU,PYF,5553
BGR,DZA,605790
BGR,EGY,179373
BGR,LBY,599061
BGR,MAR,10227
BGR,MUS,82559
BGR,NGA,2222
BGR,TUN,4123
BGR,ZAF,627217
BGR,ARE,4233046
BGR,ARM,17464
BGR,AZE,16316
BGR,BHR,29123
BGR,CHN,154504
BGR,CYP,371564
BGR,GEO,41992
BGR,HKG,358414
BGR,IRQ,156823
BGR,ISR,212230
BGR,JOR,107064
BGR,JPN,292098
BGR,KAZ,1649
BGR,KGZ,2706
BGR,KOR,123917
BGR,KWT,472534
BGR,LBN,951686
BGR,MNG,161964
BGR,MYS,50115
BGR,NPL,29472
BGR,PAK,55278
BGR,PSE,82990
BGR,QAT,42348
BGR,SAU,1455875
BGR,SGP,445031
BGR,THA,61805
BGR,TUR,951233
BGR,XXB,2427
BGR,ALB,17577
BGR,AUT,963624
BGR,BIH,2821897
BGR,BLR,2200
BGR,BEL,40993
BGR,CHE,7641
BGR,CZE,2946143
BGR,DEU,1934565
BGR,DNK,5794
BGR,ESP,891746
BGR,EST,58173
BGR,FIN,61772
BGR,FRA,189221
BGR,GBR,1601969
BGR,GRC,5671373
BGR,HRV,15572429
BGR,HUN,3683127
BGR,IRL,118685
BGR,ISL,1468
BGR,ITA,441524
BGR,LTU,836153
BGR,LVA,16028
BGR,MDA,12122
BGR,MKD,2486205
BGR,MLT,4833
BGR,MNE,148072
BGR,NLD,1082829
BGR,NOR,16128
BGR,POL,12301242
BGR,PRT,298335
BGR,ROU,26420447
BGR,RUS,581852
BGR,SRB,1618705
BGR,SVK,2817781
BGR,SVN,3490230
BGR,SWE,133796
BGR,UKR,46744
BGR,ATG,12864
BGR,BRB,22844
BGR,CAN,251697
BGR,MEX,47696
BGR,USA,1416519
BGR,VCT,25022
BGR,AUS,231023
BGR,FJI,18026
BGR,NZL,149642
BGR,ARG,1077
BGR,BRA,56838
BGR,PER,8450
HRV,ARE,39949
HRV,CHN,41372
HRV,HKG,16138
HRV,JOR,447309
HRV,JPN,47329
HRV,KAZ,1576
HRV,PSE,13744
HRV,QAT,83388
HRV,TUR,11087
HRV,ALB,1394291
HRV,AUT,3049345
HRV,BGR,64707
HRV,BIH,19376622
HRV,BEL,27906
HRV,CHE,210415
HRV,CZE,446353
HRV,DEU,4156046
HRV,ESP,10754
HRV,EST,2140
HRV,FRA,21522
HRV,GBR,37684
HRV,GRC,36230
HRV,HUN,551809
HRV,ITA,10825
HRV,MKD,5358681
HRV,MLT,169848
HRV,MNE,7140162
HRV,NLD,82236
HRV,NOR,7670
HRV,POL,155206
HRV,ROU,154444
HRV,RUS,4641
HRV,SRB,18720713
HRV,SVK,494278
HRV,SVN,12991744
HRV,SWE,175679
HRV,CAN,420999
