focus_country,other_country,val
CHE,RUS,9795518
CHE,SRB,285779
CHE,SVK,3595141
CHE,SVN,2267558
CHE,SWE,4541236
CHE,UKR,592932
CHE,ABW,18110
CHE,AIA,5130
CHE,BHS,2414
CHE,BLZ,20202
CHE,BMU,1503
CHE,BRB,81767
CHE,CAN,58230016
CHE,CRI,495917
CHE,CUW,1549
CHE,DOM,57775
CHE,GRL,8125
CHE,GTM,12308
CHE,JAM,64783
CHE,MEX,545131
CHE,NIC,8173
CHE,PAN,957968
CHE,SLV,31395
CHE,TTO,18501
CHE,USA,58150886
CHE,AUS,22916456
CHE,FJI,134372
CHE,GUM,41714
CHE,NCL,51348
CHE,NZL,9570767
CHE,PLW,17272
CHE,PNG,18574
CHE,PYF,316267
CHE,ARG,1279375
CHE,BOL,36697
CHE,BRA,17763410
CHE,CHL,3087151
CHE,COL,1643811
CHE,ECU,26689
CHE,PER,275465
CHE,PRY,473196
CHE,URY,225232
CHE,VEN,113199
GBR,AGO,8149
GBR,CIV,11377
GBR,CMR,4519
GBR,DZA,39544
GBR,EGY,2074626
GBR,ETH,54278
GBR,GHA,305485
GBR,GIN,2844
GBR,GMB,4963
GBR,KEN,389525
GBR,LBR,3377
GBR,LBY,4103166
GBR,MAR,188108
GBR,MDG,9940
GBR,MOZ,13937
GBR,MUS,663907
GBR,MWI,10888
GBR,NGA,980174
GBR,RWA,13610
GBR,SDN,283090
GBR,SEN,2742
GBR,SHN,496877
GBR,SLE,548717
GBR,SSD,132236
GBR,SYC,57563
GBR,TUN,2414
GBR,TZA,497475
GBR,UGA,108242
GBR,ZAF,4398425
GBR,ZMB,11533
GBR,ZWE,14051
GBR,AFG,23027
GBR,ARE,23462749
GBR,ARM,19630
GBR,AZE,71203
GBR,BGD,56917
GBR,BHR,1777889
GBR,BRN,316509
GBR,CHN,4111718
GBR,CYP,4620454
GBR,GEO,13273
GBR,HKG,9348005
GBR,IDN,20915
GBR,IND,1074937
GBR,IRQ,732357
GBR,ISR,5878858
GBR,JOR,6368446
GBR,JPN,3089522
GBR,KAZ,24416
GBR,KHM,19529
GBR,KOR,2118079
GBR,KWT,6117973
GBR,LBN,3326260
GBR,LKA,3381224
GBR,MAC,52520
GBR,MDV,121377
GBR,MYS,1057352
GBR,NPL,136503
GBR,OMN,3820648
GBR,PAK,757605
GBR,PHL,911667
GBR,PSE,2367608
GBR,QAT,2213509
GBR,SAU,15926977
GBR,SGP,6448335
GBR,THA,1047855
GBR,TKM,1798
GBR,TUR,3363587
GBR,VNM,99402
GBR,XXB,192953
GBR,YEM,24028
GBR,ALB,35346
GBR,AUT,2812944
GBR,BGR,214532
GBR,BIH,247008
GBR,BLR,203800
GBR,BEL,27208841
GBR,CHE,5224533
GBR,CZE,4780344
GBR,DEU,56111001
GBR,DNK,10129067
GBR,ESP,15495681
GBR,EST,188710
GBR,FIN,2974203
GBR,FRA,49465907
GBR,GIB,1473616
GBR,GRC,4652441
GBR,HRV,941273
GBR,HUN,775555
GBR,IRL,218952665
GBR,ISL,3134468
GBR,ITA,3989552
GBR,LTU,1942716
GBR,LVA,128423
GBR,MDA,6948
GBR,MKD,32846
GBR,MLT,5393621
GBR,NLD,98904971
GBR,NOR,6277741
GBR,POL,38673545
GBR,PRT,4752361
GBR,ROU,255212
GBR,RUS,3947723
GBR,SMR,6121
GBR,SRB,141886
GBR,SVK,2471230
GBR,SVN,274086
GBR,SWE,8534490
GBR,UKR,380667
GBR,ABW,68830
GBR,AIA,6318
GBR,ATG,219895
GBR,BES,44980
GBR,BHS,240883
GBR,BLZ,218034
GBR,BMU,460777
GBR,BRB,1352127
GBR,CAN,38229002
GBR,CRI,159477
GBR,CUW,198955
GBR,CYM,215324
GBR,DMA,37800
GBR,DOM,95902
GBR,GRD,43335
GBR,GRL,125241
GBR,HTI,7109
GBR,JAM,837728
GBR,KNA,34073
GBR,LCA,81926
GBR,MEX,1164516
GBR,NIC,6070
GBR,PAN,240620
GBR,SLV,183768
GBR,TCA,12111
GBR,TTO,1498872
GBR,USA,24087090
GBR,VCT,83355
GBR,VGB,99736
GBR,AUS,33735792
GBR,FJI,352656
GBR,NCL,62090
GBR,NZL,6300622
GBR,PYF,16514
GBR,ARG,925671
GBR,BOL,340042
GBR,BRA,1201096
GBR,CHL,2185194
GBR,COL,243296
GBR,ECU,85019
GBR,FLK,532276
GBR,GUY,1036848
GBR,PER,233708
GBR,PRY,26864
GBR,SUR,175186
GBR,URY,256837
AUT,CIV,6909
AUT,CMR,3855
AUT,DZA,687562
AUT,EGY,32408
AUT,LBY,140763
AUT,MAR,114632
AUT,MDG,5119
AUT,MUS,112193
AUT,ZAF,250942
AUT,ARE,69979
AUT,ARM,83063
AUT,AZE,28315
AUT,BHR,37677
AUT,CHN,3435692
AUT,CYP,199071
AUT,GEO,26686
AUT,HKG,45301
AUT,IRN,237626
AUT,IRQ,1388
AUT,ISR,5428372
AUT,JOR,9316
AUT,JPN,3608969
AUT,KAZ,35345
AUT,KGZ,2222
AUT,KOR,148941
AUT,KWT,412446
AUT,LBN,6894
AUT,MDV,8685
AUT,MNG,56257
AUT,MYS,158797
AUT,NPL,3773
AUT,PHL,31210
AUT,PSE,315353
AUT,QAT,18252
AUT,SAU,74538
AUT,SGP,880285
AUT,THA,145973
AUT,TJK,1794
AUT,TKM,20295
AUT,TUR,1581292
AUT,UZB,2042
AUT,VNM,5362
AUT,XXB,163128
AUT,ALB,64955
AUT,BGR,5173798
AUT,BIH,7013193
AUT,BLR,253307
AUT,BEL,10965978
AUT,CHE,7647832
AUT,CZE,30165241
AUT,DEU,137175969
AUT,DNK,1392308
AUT,ESP,25442500
AUT,EST,958927
AUT,FIN,2523231
AUT,FRA,19101401
AUT,GBR,7809143
AUT,GRC,3609478
AUT,HRV,24723583
AUT,HUN,12711336
AUT,IRL,214071
AUT,ISL,116082
AUT,ITA,17494380
AUT,LTU,2852693
AUT,LVA,321071
AUT,MDA,123753
AUT,MKD,1757418
AUT,MLT,57964
AUT,MNE,97353
AUT,NLD,5581806
AUT,NOR,2134902
AUT,POL,27784072
AUT,PRT,2896967
AUT,ROU,8410549
AUT,RUS,1113637
AUT,SRB,1040439
AUT,SVK,11939930
AUT,SVN,15917984
AUT,SWE,4606372
AUT,UKR,1224446
AUT,CAN,874485
AUT,CRI,4208
AUT,DOM,3221
AUT,MEX,38733
AUT,NIC,2185
AUT,PAN,4914
AUT,SLV,1064
AUT,USA,11097138
AUT,VGB,9533
AUT,AUS,1807441
AUT,FJI,22237
AUT,NCL,8393
AUT,NZL,12738
AUT,PYF,5502
AUT,TKL,1139
AUT,ARG,213312
AUT,BRA,140169
AUT,CHL,321523
AUT,COL,14264
AUT,PER,27750
AUT,PRY,145816
AUT,URY,112674
RUS,DZA,252068
RUS,LBY,22750
RUS,AFG,468064
RUS,ARE,5546354
RUS,ARM,17463113
RUS,AZE,29720583
RUS,BHR,292134
RUS,CHN,22563541
RUS,GEO,14495705
RUS,HKG,45413
RUS,IRN,44658
RUS,IRQ,59653
RUS,ISR,1461972
RUS,JOR,7611
RUS,JPN,3276
RUS,KAZ,119320372
RUS,KGZ,28235405
RUS,KOR,589160
RUS,KWT,1449697
RUS,MNG,16931960
RUS,OMN,4955
RUS,PAK,235519
RUS,PRK,27995
RUS,QAT,773668
RUS,THA,3316
RUS,TJK,16050972
RUS,TKM,14748850
RUS,TUR,340469
RUS,UZB,14222036
RUS,VNM,191624
RUS,XXB,1764362
RUS,AUT,1694
RUS,BGR,406054
RUS,BLR,61446137
RUS,CHE,12443
RUS,CZE,127760
RUS,DEU,8729700
RUS,ESP,630576
RUS,EST,833792
RUS,FIN,16661
RUS,FRA,948283
RUS,GBR,21462
RUS,GRC,62396
RUS,ITA,535592
RUS,LTU,1952883
RUS,LVA,1999595
RUS,MDA,4186907
RUS,MNE,13927
RUS,NLD,3330798
RUS,NOR,435376
RUS,POL,2098503
RUS,SRB,279748
RUS,SVK,3327
RUS,SWE,17786
RUS,UKR,31280566
RUS,CAN,701682
RUS,CUB,19126
RUS,MEX,45018
RUS,PAN,5225
RUS,USA,4546541
RUS,AUS,45036
RUS,NCL,2441
RUS,NZL,46374
RUS,PER,144833
ESP,AGO,94196
ESP,BEN,30008
ESP,BFA,5007
ESP,CIV,75305
ESP,CMR,13177
ESP,COD,1819
ESP,COG,1052
ESP,COM,13754
ESP,CPV,124777
ESP,DZA,10316017
ESP,EGY,227128
ESP,ETH,74506
ESP,GAB,17440
ESP,GHA,22566
ESP,GIN,14849
ESP,GNQ,763923
ESP,LBR,3755
ESP,LBY,557086
ESP,MAR,2283743
ESP,MDG,13909
ESP,MLI,35824
ESP,MRT,160399
ESP,MUS,62154
ESP,NER,11990
ESP,NGA,62531
ESP,SEN,79524
ESP,SLE,230172
ESP,SOM,7344
ESP,TUN,77030
ESP,TZA,1436
ESP,UGA,2782
ESP,ZAF,602356
ESP,ZMB,1962
ESP,ARE,5640779
ESP,ARM,18122
ESP,AZE,24323
ESP,BGD,664962
ESP,BHR,35169
ESP,CHN,5084416
ESP,CYP,391395
ESP,GEO,23976
ESP,HKG,666886
ESP,IDN,59718
ESP,IND,168699
ESP,IRN,17066
ESP,IRQ,31162
ESP,ISR,5394711
ESP,JOR,212375
ESP,JPN,4567500
ESP,KAZ,41137
ESP,KOR,2220719
ESP,KWT,352117
ESP,LBN,429372
ESP,LKA,121301
ESP,MAC,3700
ESP,MDV,3747
ESP,MYS,468720
ESP,NPL,4979
ESP,OMN,6458
ESP,PAK,105975
ESP,PHL,73262
ESP,PSE,40382
ESP,QAT,243025
ESP,SAU,1988218
ESP,SGP,879269
ESP,THA,348784
ESP,TJK,1080
ESP,TUR,83636
ESP,VNM,45267
ESP,XXB,313557
ESP,ALB,6037
ESP,AND,4750036
ESP,AUT,1689976
ESP,BGR,966684
ESP,BIH,186368
ESP,BLR,96488
ESP,BEL,33430572
ESP,CHE,2144001
ESP,CZE,2864125
ESP,DEU,40702494
ESP,DNK,693218
ESP,EST,73034
ESP,FIN,2023998
ESP,FRA,108465599
ESP,GBR,27114127
ESP,GIB,821708
ESP,GRC,4994220
ESP,HRV,1191342
ESP,HUN,740657
ESP,IRL,1795929
ESP,ISL,133738
ESP,ITA,22141404
ESP,LTU,141254
ESP,LVA,343986
ESP,MKD,92086
ESP,MLT,223170
ESP,MNE,26145
ESP,NLD,8915524
ESP,NOR,2352381
ESP,POL,4216923
ESP,PRT,52284170
ESP,ROU,2070783
ESP,RUS,2093311
ESP,SRB,181973
ESP,SVK,955528
ESP,SVN,851745
ESP,SWE,11703141
ESP,UKR,347525
ESP,CAN,2533496
ESP,CRI,716472
ESP,CUB,1263846
ESP,CUW,123617
ESP,DOM,992674
ESP,GRL,1371
ESP,GTM,101658
ESP,HND,4585
ESP,HTI,7604
ESP,JAM,341790
ESP,MEX,2660528
ESP,NIC,10137
ESP,PAN,280275
ESP,SLV,77731
ESP,USA,12610134
ESP,AUS,4334330
ESP,NCL,244401
ESP,NZL,131846
ESP,PYF,101106
ESP,ARG,444579
ESP,BOL,4636
ESP,BRA,8016686
ESP,CHL,2848261
ESP,COL,1039464
ESP,ECU,266682
ESP,PER,524002
ESP,PRY,154815
ESP,URY,583313
ESP,VEN,1221184
IRL,BDI,1688
IRL,EGY,14795
IRL,MOZ,1506
IRL,ZAF,131470
IRL,ZMB,3010
IRL,AFG,139377
IRL,ARE,1494048
IRL,BGD,10377
IRL,BHR,1144589
IRL,CHN,285441
IRL,CYP,308828
IRL,GEO,6392
IRL,HKG,183142
IRL,IDN,39333
IRL,IND,327426
IRL,ISR,13974
IRL,JPN,24057
IRL,KOR,70736
IRL,KWT,4252270
IRL,LBN,114824
IRL,LKA,45650
IRL,MAC,1597
IRL,MYS,718557
IRL,OMN,32933
IRL,PAK,65206
IRL,PHL,593852
IRL,QAT,455397
IRL,SAU,614086
IRL,SGP,504338
IRL,THA,184135
IRL,TKM,4208
IRL,TUR,33516
IRL,AUT,118689
IRL,BIH,37639
IRL,BLR,64500
IRL,BEL,802638
IRL,CHE,52275
IRL,CZE,1324111
IRL,DEU,2178598
IRL,DNK,329687
IRL,ESP,850238
IRL,EST,12813
IRL,FRA,2389586
IRL,GBR,246377538
IRL,GIB,2101
IRL,GRC,11911
IRL,HUN,29136
IRL,ISL,4785
IRL,ITA,201669
IRL,LTU,148623
IRL,LVA,1457756
IRL,MDA,2496
IRL,MLT,77882
IRL,NLD,1674290
IRL,NOR,1380482
IRL,POL,521700
IRL,PRT,417597
IRL,RUS,20128
IRL,SVK,59396
IRL,SWE,4127271
IRL,CAN,4420455
IRL,PAN,61308
IRL,USA,34405251
IRL,AUS,1411297
IRL,NZL,718670
IRL,PYF,41611
IRL,BRA,7398081
IRL,CHL,177984
IRL,PER,94967
SWE,CIV,1877
SWE,DZA,175641
SWE,EGY,88833
SWE,ETH,1186
SWE,GHA,4744
SWE,GIN,17434
SWE,MAR,11954
SWE,MUS,28937
SWE,NGA,1542
SWE,TZA,5100
SWE,ZAF,26782
SWE,ARE,736481
SWE,ARM,4692
SWE,BGD,182282
SWE,BHR,73160
SWE,BRN,1011
SWE,CHN,1930815
SWE,CYP,137765
SWE,GEO,56096
SWE,HKG,357923
SWE,IDN,6286
SWE,IRN,326613
SWE,ISR,69173
SWE,JOR,104167
SWE,JPN,627423
SWE,KAZ,3200
SWE,KOR,608366
SWE,KWT,704522
SWE,LBN,7946
SWE,MNG,5009
SWE,MYS,3816314
SWE,NPL,1067
SWE,OMN,23771
SWE,QAT,120955
SWE,SAU,636625
SWE,SGP,4025002
SWE,THA,514196
SWE,TUR,188701
SWE,XXB,380633
SWE,AUT,1393887
SWE,BGR,174822
SWE,BLR,8545
SWE,BEL,5111612
SWE,CHE,1983158
SWE,CZE,1168360
SWE,DEU,25395948
SWE,DNK,51229261
SWE,ESP,2894416
SWE,EST,3738246
SWE,FIN,42352835
SWE,FRA,17846027
SWE,GBR,8509427
SWE,GRC,41980
SWE,HRV,203535
SWE,HUN,312142
SWE,IRL,962647
SWE,ISL,882340
SWE,ITA,1327945
SWE,LTU,3578328
SWE,LVA,1392045
SWE,MLT,15166
SWE,MNE,6310
SWE,NLD,10289694
SWE,NOR,45153887
SWE,POL,1812491
SWE,PRT,123293
SWE,ROU,292403
SWE,RUS,2114253
SWE,SRB,37673
SWE,SVK,1240736
SWE,SVN,151002
SWE,UKR,8894
SWE,CAN,1941616
SWE,CRI,18235
SWE,DOM,12419
SWE,GRL,68375
SWE,MEX,161316
SWE,USA,8077696
SWE,AUS,539651
SWE,GUM,21110
SWE,NCL,4241
SWE,NZL,549104
SWE,BRA,155867
SWE,CHL,313241
SWE,GUY,95606
SWE,PER,188497
CZE,CIV,1258
CZE,CPV,2743
CZE,DZA,32987
CZE,EGY,39890
CZE,MAR,2680
CZE,ZAF,324066
CZE,ARE,1115606
CZE,ARM,9612
CZE,AZE,242259
CZE,BHR,27546
CZE,CHN,132254
CZE,CYP,110138
CZE,GEO,56881
CZE,HKG,13641
CZE,ISR,117372
CZE,JOR,16811
CZE,JPN,1111919
CZE,KOR,83725
CZE,KWT,1980191
CZE,LBN,14278
CZE,MNG,34102
CZE,MYS,32866
CZE,QAT,84642
CZE,SAU,901950
CZE,SGP,3570
CZE,THA,5250
CZE,TKM,20299
CZE,TUR,609019
CZE,UZB,12945
CZE,VNM,61282
CZE,XXB,6869
CZE,AUT,13195252
CZE,BGR,2827812
CZE,BIH,26065
CZE,BLR,184170
CZE,BEL,13115468
CZE,CHE,200459
CZE,DEU,33266002
CZE,DNK,157970
CZE,ESP,2401867
CZE,EST,164897
CZE,FIN,41355
CZE,FRA,7116479
CZE,GBR,10422050
CZE,GRC,338645
CZE,HRV,4127132
CZE,HUN,17648555
CZE,IRL,227678
CZE,ISL,2526
CZE,ITA,616019
CZE,LTU,392652
CZE,LVA,170573
CZE,MDA,24112
CZE,MLT,46341
CZE,NLD,7912837
CZE,NOR,733167
CZE,POL,35704055
CZE,PRT,2028273
CZE,ROU,2389427
CZE,RUS,571205
CZE,SRB,46929
CZE,SVK,80821482
CZE,SVN,174710
CZE,SWE,364860
CZE,UKR,557198
CZE,CAN,844610
CZE,DOM,1225
CZE,GRL,39934
CZE,GTM,3578
CZE,USA,2521257
CZE,AUS,181034
CZE,FJI,2904
CZE,NCL,2790
CZE,NZL,252566
CZE,BRA,6063
CZE,COL,2753
USA,AGO,302870
USA,BFA,694992
USA,CIV,1074
USA,CMR,7625
USA,CPV,5545
USA,DJI,43731
USA,DZA,142533
USA,EGY,651770
USA,ETH,61818
USA,GHA,10500
USA,GMB,4800
USA,KEN,205825
USA,MAR,96156
USA,MUS,3281
USA,NER,54665
USA,NGA,86825
USA,RWA,44046
USA,SEN,31008
USA,SLE,825272
USA,SYC,9370
USA,TUN,2215
USA,TZA,10186
USA,UGA,2645
USA,ZAF,1640990
USA,ZMB,6322
USA,AFG,68338
USA,ARE,31023474
USA,ARM,46430
USA,AZE,2579
USA,BGD,362283
USA,BHR,1833954
USA,BRN,384416
USA,CHN,26506125
USA,CYP,26363
USA,GEO,32242
USA,HKG,24485900
USA,IDN,11679060
USA,IND,3090337
USA,ISR,3594913
USA,JOR,3083704
USA,JPN,54823268
USA,KAZ,40371
USA,KGZ,91378
USA,KHM,182997
USA,KOR,81889844
USA,KWT,5771778
USA,LBN,1010396
USA,LKA,129018
USA,MAC,207685
USA,MDV,53633
USA,MNG,196596
USA,MYS,13508961
USA,NPL,76380
USA,OMN,705189
USA,PAK,632743
USA,PHL,27373051
USA,PSE,254721
USA,QAT,2907833
USA,SAU,33615214
USA,SGP,27372534
USA,THA,12700784
USA,TUR,6132096
USA,VNM,2986839
USA,XXB,26055317
USA,YEM,18845
USA,AUT,255523
USA,BGR,226221
USA,BIH,1024
USA,BLR,121169
USA,BEL,13608191
USA,CHE,1465945
USA,CZE,702140
USA,DEU,5532714
USA,DNK,170471
USA,ESP,554579
USA,EST,3896
USA,FIN,429685
USA,FRA,1449599
USA,GBR,39551867
USA,GRC,787588
USA,HRV,46769
USA,HUN,80531
USA,IRL,1766150
USA,ISL,1389799
USA,ITA,418869
USA,LTU,10022
USA,LVA,1331
USA,MDA,8341
USA,MLT,3274
USA,MNE,44992
USA,NLD,16140539
USA,NOR,2375707
USA,POL,774019
USA,PRT,373041
USA,RUS,2108924
USA,SRB,136979
USA,SVK,58104
USA,SVN,184917
USA,SWE,2390402
USA,UKR,461587
USA,ABW,2865360
USA,AIA,8112
USA,ATG,609762
USA,BHS,3515202
USA,BLZ,1200127
USA,BMU,2475113
USA,BRB,2686027
USA,CAN,594008577
USA,CRI,15744636
USA,CUW,1033683
USA,CYM,434436
USA,DMA,100168
USA,DOM,10704440
USA,GRD,139594
USA,GRL,1345
USA,GTM,15087303
USA,HND,8924494
USA,HTI,457470
USA,JAM,2600265
USA,KNA,126120
USA,LCA,301155
USA,MAF,971710
USA,MEX,232630849
USA,NIC,3693769
USA,PAN,25127522
USA,SLV,9566362
USA,TCA,192619
USA,TTO,8898298
USA,VCT,421972
USA,VGB,240274
USA,AUS,59294638
USA,COK,158956
USA,FJI,194401
USA,FSM,18769
USA,MHL,64671
USA,NCL,27023
USA,NZL,5996753
USA,PLW,773238
USA,PNG,3673
USA,PYF,762395
USA,SLB,17820
USA,VUT,15124
USA,WSM,87337
USA,ARG,1958592
USA,BOL,1193320
USA,BRA,25656162
USA,CHL,13984931
USA,COL,18033967
USA,ECU,4220270
USA,GUY,452614
USA,PER,4251225
USA,PRY,279347
USA,SUR,190773
USA,URY,298036
USA,VEN,5868245
CAN,AGO,6500
CAN,BFA,4819
CAN,CIV,1142
CAN,DZA,31031
CAN,EGY,68543
CAN,GHA,9172
CAN,MAR,4667
CAN,MUS,1454
CAN,TZA,7473
CAN,UGA,5005
CAN,ZAF,7659
CAN,ARE,153486
CAN,ARM,5457
CAN,AZE,4603
CAN,BGD,6688
CAN,BHR,38865
CAN,CHN,4738672
CAN,CYP,8535
CAN,HKG,497212
CAN,IDN,31074
CAN,IND,108827
CAN,IRQ,5864
CAN,JOR,2633
CAN,JPN,5927298
CAN,KOR,2084757
CAN,KWT,167628
CAN,LBN,16061
CAN,MYS,827462
CAN,OMN,18631
CAN,PAK,4230
CAN,PHL,27144
CAN,QAT,45281
CAN,SAU,83083
CAN,SGP,2560695
CAN,THA,437623
CAN,VNM,33693
CAN,XXB,1767580
CAN,YEM,4609
CAN,AUT,47980
CAN,BGR,15849
CAN,BEL,897238
CAN,CHE,37845
CAN,CZE,303434
CAN,DEU,194711
CAN,DNK,16739
CAN,ESP,15190
CAN,FIN,64212
CAN,FRA,1638362
CAN,GBR,738804
CAN,HRV,62530
CAN,IRL,981787
CAN,ISL,40899
CAN,ITA,111373
CAN,LTU,30704
CAN,MDA,7513
CAN,MLT,31713
CAN,NLD,1263147
CAN,NOR,604062
CAN,POL,4710
CAN,ROU,6513
CAN,RUS,9584
CAN,SRB,5764
CAN,SVK,3313
CAN,SWE,676073
CAN,UKR,1023
CAN,BHS,1071
CAN,BMU,29299
CAN,BRB,47845
CAN,CRI,973714
CAN,CUB,33412
CAN,DOM,606881
CAN,GTM,16254
CAN,HND,12147
CAN,JAM,269514
CAN,MEX,33800703
CAN,NIC,19364
CAN,PAN,1295468
CAN,SLV,30790
CAN,SPM,77703
CAN,TTO,217539
CAN,USA,1302590968
CAN,VCT,4711
CAN,AUS,18616096
CAN,NCL,1245
CAN,NZL,3566149
CAN,PYF,5864
CAN,BRA,964314
CAN,CHL,377245
CAN,COL,2015839
CAN,GUY,10675
CAN,PER,41411
CAN,SUR,27694
MEX,AGO,2834514
MEX,CIV,10830
MEX,EGY,63600
MEX,MOZ,304857
MEX,ZAF,44665
MEX,ARE,1111586
MEX,ARM,1496
MEX,AZE,19923
MEX,BHR,29291
MEX,CHN,1770112
MEX,GEO,234055
MEX,HKG,14350
MEX,ISR,841228
MEX,JOR,870328
MEX,JPN,767390
MEX,KAZ,60254
MEX,KGZ,2852
MEX,KOR,2730937
MEX,KWT,22472
MEX,MNG,461555
MEX,MYS,661198
MEX,NPL,3894
MEX,PSE,112438
MEX,QAT,30324
MEX,SAU,140053
MEX,SGP,1416098
MEX,THA,130377
MEX,VNM,330153
MEX,XXB,1154145
MEX,AUT,17211
MEX,BEL,26931
MEX,CHE,17517
MEX,DEU,40184
MEX,DNK,3165
MEX,ESP,12742
MEX,FRA,5204
MEX,GBR,94444
MEX,HUN,10867
MEX,ITA,10926
MEX,MKD,5737
MEX,NLD,4281
MEX,POL,7105
MEX,BLZ,304065
MEX,BRB,6581
MEX,CAN,56396660
MEX,CRI,5032679
MEX,CUB,989987
MEX,DOM,427751
MEX,GTM,7039054
MEX,HND,2357084
MEX,JAM,20166
MEX,KNA,1924
MEX,NIC,2870495
MEX,PAN,2436156
MEX,SLV,3755812
MEX,TTO,98843
MEX,USA,495529741
MEX,AUS,244640
MEX,NZL,69250
MEX,ARG,1123014
MEX,BOL,432381
MEX,BRA,1195483
MEX,CHL,2657975
MEX,COL,3801398
MEX,ECU,153420
MEX,GUY,62022
MEX,PER,663758
MEX,PRY,89967
MEX,URY,86785
TUR,AGO,713982
TUR,BDI,2698
TUR,BEN,546185
TUR,BFA,331901
TUR,CAF,19575
TUR,CIV,320751
TUR,CMR,844046
TUR,COD,358376
TUR,COG,471123
TUR,CPV,128666
TUR,DJI,193334
TUR,DZA,15142889
TUR,EGY,16540439
TUR,ETH,389978
TUR,GAB,163231
TUR,GHA,844220
TUR,GIN,460554
TUR,GMB,250777
TUR,GNB,167746
TUR,GNQ,198454
TUR,KEN,617797
TUR,LBR,20889
TUR,LBY,28125022
TUR,MAR,1733845
TUR,MDG,131105
TUR,MLI,574911
TUR,MOZ,250730
TUR,MRT,1567116
TUR,MUS,370319
TUR,MWI,31053
TUR,NER,1432861
TUR,NGA,3123822
TUR,RWA,30221
TUR,SDN,7551037
TUR,SEN,860868
TUR,SLE,166393
TUR,SOM,354343
TUR,STP,2043
TUR,TCD,179905
TUR,TGO,62148
TUR,TUN,1700777
TUR,TZA,196439
TUR,UGA,267110
TUR,ZAF,1914330
TUR,ZMB,81256
TUR,ZWE,227942
TUR,AFG,1653420
TUR,ARE,23792236
TUR,ARM,152952
TUR,AZE,11000982
TUR,BGD,752879
TUR,BHR,2434557
TUR,BRN,6550
TUR,CHN,4918890
TUR,GEO,4756067
TUR,HKG,3018223
TUR,IDN,52516
TUR,IND,5787476
TUR,IRN,7467075
TUR,IRQ,95039631
TUR,ISR,3846514
TUR,JOR,7360862
TUR,JPN,655609
TUR,KAZ,4486380
TUR,KGZ,1334458
TUR,KHM,27409
TUR,KOR,1020263
TUR,KWT,4946503
TUR,LBN,10114508
TUR,LKA,65628
TUR,MDV,29570
TUR,MNG,1562206
TUR,MYS,547875
TUR,NPL,313811
TUR,OMN,2556957
TUR,PAK,499640
TUR,PHL,356373
TUR,PSE,9877074
TUR,QAT,5162242
TUR,SAU,32323417
TUR,SGP,2296558
TUR,SYR,15648447
TUR,THA,177609
TUR,TJK,1666146
TUR,TKM,5361237
TUR,UZB,752619
TUR,VNM,490495
TUR,XXB,574412
TUR,YEM,7916772
TUR,ALB,2167329
TUR,AUT,472740
TUR,BGR,4574543
TUR,BIH,2555812
TUR,BLR,229056
TUR,BEL,1120681
TUR,CHE,151047
TUR,CZE,1396229
TUR,DEU,4762454
TUR,DNK,138178
TUR,ESP,523739
TUR,EST,137390
TUR,FIN,203093
TUR,FRA,770459
TUR,GBR,2984022
TUR,GRC,4460988
TUR,HRV,106467
TUR,HUN,911877
TUR,IRL,29708
TUR,ITA,2391368
TUR,LTU,904072
TUR,LVA,224759
TUR,MDA,222077
TUR,MKD,1265626
TUR,MLT,38051
TUR,MNE,80679
TUR,NLD,1719852
TUR,NOR,316907
TUR,POL,456179
TUR,PRT,23009
TUR,ROU,4894952
TUR,RUS,1984459
TUR,SRB,1561865
TUR,SVK,1088854
TUR,SVN,16341
TUR,SWE,704243
TUR,UKR,334577
TUR,BRB,33658
TUR,CAN,4819368
TUR,CRI,690379
TUR,CUB,60105
TUR,DMA,33040
TUR,DOM,1695003
TUR,GTM,476836
TUR,HND,302527
TUR,HTI,221400
TUR,JAM,308070
TUR,MEX,686433
TUR,NIC,342740
TUR,PAN,838321
TUR,SLV,94182
TUR,TTO,166488
TUR,USA,6809483
TUR,VCT,1764
TUR,AUS,493781
TUR,FJI,24333
TUR,NCL,1315
TUR,NZL,113954
TUR,PLW,25001
TUR,PNG,38233
TUR,WSM,1885
TUR,BOL,602635
TUR,BRA,2745343
TUR,CHL,471103
TUR,COL,1184064
TUR,GUY,39599
TUR,PER,709645
TUR,PRY,67247
TUR,SUR,64508
TUR,URY,104450
ARE,AGO,64226
ARE,BDI,112196
ARE,BEN,6489
ARE,CMR,1012
ARE,DZA,426778
ARE,EGY,28702190
ARE,ETH,53440
ARE,GIN,46544
ARE,MAR,7836736
ARE,MDG,15024
ARE,MOZ,182924
ARE,MUS,185971
ARE,MWI,11199
ARE,NER,3834
ARE,RWA,95899
ARE,SDN,350323
ARE,SEN,8762
ARE,SLE,237784
ARE,STP,1618
ARE,SYC,317834
ARE,TGO,6190
ARE,TUN,399997
ARE,TZA,191597
ARE,UGA,95684
ARE,ZAF,1161119
ARE,ZMB,101313
ARE,ZWE,52079
ARE,AFG,2477955
ARE,ARM,67218
ARE,BHR,10478973
ARE,BRN,226965
ARE,CHN,58737
ARE,GEO,106799
ARE,HKG,2464545
ARE,IND,12452345
ARE,JOR,12864142
ARE,JPN,187741
ARE,KAZ,9724
ARE,KWT,36016856
ARE,LKA,1090524
ARE,MDV,4152882
ARE,MYS,639953
ARE,NPL,1335161
ARE,OMN,32381958
ARE,PAK,1875696
ARE,PHL,52113
ARE,PSE,4442446
